[Odometry @ factory.py:85][DEBUG] 2017-11-15 18:38:05,732: Logging to: logs/2017_Nov_15/Odometry/18_38_05.log
[Odometry @ node.py:89][INFO] 2017-11-15 18:38:11,709: setup
[Odometry @ node.py:79][DEBUG] 2017-11-15 18:38:15,136: [log buffer start]
[DEBUG, 1510789091.8865128]: OdometryMessage(t=1510789091.8865104, n=0, xy=0.0, th=-0.0625, dt=0.10325884819030762)
[DEBUG, 1510789092.5028968]: OdometryMessage(t=1510789092.5028949, n=26, xy=-0.1891398311462993, th=0.0, dt=0.020644664764404297)
[DEBUG, 1510789092.5257442]: OdometryMessage(t=1510789092.5257423, n=27, xy=-0.3782796622925986, th=0.0, dt=0.03104114532470703)
[DEBUG, 1510789092.5490727]: OdometryMessage(t=1510789092.5490708, n=28, xy=-0.1891398311462993, th=0.0, dt=0.020666122436523438)
[DEBUG, 1510789092.572455]: OdometryMessage(t=1510789092.5724533, n=29, xy=-0.37827966229260035, th=0.0, dt=0.0309445858001709)
[DEBUG, 1510789092.5950987]: OdometryMessage(t=1510789092.5950968, n=30, xy=-0.3782796622925986, th=0.0, dt=0.0209653377532959)
[DEBUG, 1510789092.617668]: OdometryMessage(t=1510789092.6176655, n=31, xy=-0.3782796622925986, th=0.0, dt=0.020762920379638672)
[DEBUG, 1510789092.6408007]: OdometryMessage(t=1510789092.6407988, n=32, xy=-0.1891398311462993, th=0.0, dt=0.030997514724731445)
[DEBUG, 1510789092.6639943]: OdometryMessage(t=1510789092.6639924, n=33, xy=-0.5674194934388996, th=0.0, dt=0.020704269409179688)
[DEBUG, 1510789092.7089932]: OdometryMessage(t=1510789092.708991, n=34, xy=-0.3782796622925986, th=0.0, dt=0.02079176902770996)
[DEBUG, 1510789092.7319648]: OdometryMessage(t=1510789092.7319627, n=35, xy=0.0, th=0.0, dt=0.040488481521606445)
[DEBUG, 1510789092.7549922]: OdometryMessage(t=1510789092.75499, n=36, xy=-0.37827966229260035, th=0.0, dt=0.0309751033782959)
[DEBUG, 1510789092.779312]: OdometryMessage(t=1510789092.7793095, n=37, xy=-0.3782796622925986, th=0.0, dt=0.020793437957763672)
[DEBUG, 1510789092.8020856]: OdometryMessage(t=1510789092.8020835, n=38, xy=-0.1891398311462993, th=0.0, dt=0.020692825317382812)
[DEBUG, 1510789092.8254137]: OdometryMessage(t=1510789092.8254118, n=39, xy=-0.1891398311462993, th=0.0, dt=0.030977249145507812)
[DEBUG, 1510789092.8484223]: OdometryMessage(t=1510789092.8484204, n=40, xy=-0.37827966229260035, th=0.0, dt=0.02079486846923828)
[DEBUG, 1510789092.8719509]: OdometryMessage(t=1510789092.8719492, n=41, xy=-0.1891398311462993, th=0.0, dt=0.031023263931274414)
[DEBUG, 1510789092.8946884]: OdometryMessage(t=1510789092.8946865, n=42, xy=-0.1891398311462993, th=0.0, dt=0.020694971084594727)
[DEBUG, 1510789092.9174962]: OdometryMessage(t=1510789092.9174948, n=43, xy=-0.3782796622925986, th=0.0, dt=0.03106546401977539)
[DEBUG, 1510789092.940894]: OdometryMessage(t=1510789092.940892, n=44, xy=-0.1891398311462993, th=0.0, dt=0.020758390426635742)
[DEBUG, 1510789092.964247]: OdometryMessage(t=1510789092.9642453, n=45, xy=-0.5674194934388996, th=0.0, dt=0.020963668823242188)
[DEBUG, 1510789093.0101204]: OdometryMessage(t=1510789093.0101185, n=46, xy=-0.7565593245851989, th=0.0, dt=0.020794391632080078)
[DEBUG, 1510789093.0335393]: OdometryMessage(t=1510789093.033537, n=47, xy=0.0, th=0.0, dt=0.040590524673461914)
[DEBUG, 1510789093.0564106]: OdometryMessage(t=1510789093.0564086, n=48, xy=-0.756559324585198, th=0.0, dt=0.0312502384185791)
[DEBUG, 1510789093.0790994]: OdometryMessage(t=1510789093.0790975, n=49, xy=-1.1348389868777975, th=0.0, dt=0.020705223083496094)
[DEBUG, 1510789093.1023397]: OdometryMessage(t=1510789093.1023376, n=50, xy=-1.1348389868777975, th=0.0, dt=0.031076908111572266)
[DEBUG, 1510789093.125676]: OdometryMessage(t=1510789093.1256738, n=51, xy=-1.3239788180240968, th=0.0, dt=0.02065253257751465)
[DEBUG, 1510789093.1486614]: OdometryMessage(t=1510789093.1486597, n=52, xy=-1.5131186491703965, th=0.0, dt=0.02068018913269043)
[DEBUG, 1510789093.171331]: OdometryMessage(t=1510789093.171329, n=53, xy=-1.702258480316696, th=-0.06249999999994316, dt=0.030936479568481445)
[DEBUG, 1510789093.194853]: OdometryMessage(t=1510789093.1948514, n=54, xy=-2.0805381426092953, th=0.0, dt=0.02073049545288086)
[DEBUG, 1510789093.2180943]: OdometryMessage(t=1510789093.2180924, n=55, xy=-2.269677973755595, th=0.0, dt=0.03103160858154297)
[DEBUG, 1510789093.2417276]: OdometryMessage(t=1510789093.2417254, n=56, xy=-2.837097467194493, th=-0.06250000000005684, dt=0.021001815795898438)
[DEBUG, 1510789093.2650745]: OdometryMessage(t=1510789093.2650723, n=57, xy=0.0, th=0.0, dt=0.02336907386779785)
[DEBUG, 1510789093.2886388]: OdometryMessage(t=1510789093.2886364, n=58, xy=-3.026237298340794, th=-0.0625, dt=0.031184911727905273)
[DEBUG, 1510789093.289292]: OdometryMessage(t=1510789093.2892904, n=59, xy=-3.782796622925991, th=0.0, dt=0.020902156829833984)
[DEBUG, 1510789093.3116615]: OdometryMessage(t=1510789093.3116593, n=60, xy=-3.971936454072292, th=0.0, dt=0.020905017852783203)
[DEBUG, 1510789093.334593]: OdometryMessage(t=1510789093.334591, n=61, xy=0.0, th=0.0, dt=0.027623891830444336)
[DEBUG, 1510789093.3576925]: OdometryMessage(t=1510789093.3576908, n=62, xy=-4.728495778657486, th=-0.0625, dt=0.031162261962890625)
[DEBUG, 1510789093.3810792]: OdometryMessage(t=1510789093.3810766, n=63, xy=-4.9176356098037886, th=-0.0625, dt=0.020725727081298828)
[DEBUG, 1510789093.4046364]: OdometryMessage(t=1510789093.4046345, n=64, xy=-5.48505510324269, th=-0.0625, dt=0.031002044677734375)
[DEBUG, 1510789093.4275143]: OdometryMessage(t=1510789093.4275122, n=65, xy=-6.241614427827884, th=0.0, dt=0.020805835723876953)
[DEBUG, 1510789093.4501448]: OdometryMessage(t=1510789093.4501426, n=66, xy=-6.430754258974183, th=-0.06249999999994316, dt=0.02073383331298828)
[DEBUG, 1510789093.4743803]: OdometryMessage(t=1510789093.474378, n=67, xy=-6.8090339212667885, th=-0.06250000000005684, dt=0.030928373336791992)
[DEBUG, 1510789093.4975882]: OdometryMessage(t=1510789093.4975863, n=68, xy=-7.754733076998278, th=-0.125, dt=0.020679950714111328)
[DEBUG, 1510789093.5209026]: OdometryMessage(t=1510789093.5209007, n=69, xy=-7.565593245851986, th=-0.0625, dt=0.0311887264251709)
[DEBUG, 1510789093.5568116]: OdometryMessage(t=1510789093.5568097, n=70, xy=-8.133012739290876, th=-0.0625, dt=0.020821332931518555)
[DEBUG, 1510789093.5805902]: OdometryMessage(t=1510789093.5805883, n=71, xy=-8.13301273929089, th=-0.125, dt=0.03078603744506836)
[DEBUG, 1510789093.6033618]: OdometryMessage(t=1510789093.6033602, n=72, xy=-9.267851726168672, th=0.0, dt=0.02066826820373535)
[DEBUG, 1510789093.641573]: OdometryMessage(t=1510789093.6415708, n=73, xy=-9.835271219607577, th=-0.125, dt=0.020658493041992188)
[DEBUG, 1510789093.6642478]: OdometryMessage(t=1510789093.6642458, n=74, xy=-11.15925003763168, th=-0.0625, dt=0.02076578140258789)
[DEBUG, 1510789093.7255368]: OdometryMessage(t=1510789093.725535, n=75, xy=-11.537529699924278, th=-0.125, dt=0.02066326141357422)
[DEBUG, 1510789093.7483027]: OdometryMessage(t=1510789093.748301, n=76, xy=-12.483228855655767, th=0.0, dt=0.030962467193603516)
[DEBUG, 1510789093.7775297]: OdometryMessage(t=1510789093.7775278, n=77, xy=-12.294089024509475, th=-0.125, dt=0.020882368087768555)
[DEBUG, 1510789093.801768]: OdometryMessage(t=1510789093.801766, n=78, xy=-13.050648349094672, th=0.0, dt=0.03099370002746582)
[DEBUG, 1510789093.8250568]: OdometryMessage(t=1510789093.8250551, n=79, xy=-13.996347504826161, th=-0.125, dt=0.020677566528320312)
[DEBUG, 1510789093.8561337]: OdometryMessage(t=1510789093.856132, n=80, xy=-14.374627167118774, th=-0.1875, dt=0.020777225494384766)
[DEBUG, 1510789093.8841467]: OdometryMessage(t=1510789093.884145, n=81, xy=-15.131186491703943, th=-0.125, dt=0.031024932861328125)
[DEBUG, 1510789093.9073756]: OdometryMessage(t=1510789093.9073737, n=82, xy=-15.131186491703971, th=-0.125, dt=0.021062135696411133)
[DEBUG, 1510789093.9306695]: OdometryMessage(t=1510789093.9306679, n=83, xy=-16.455165309728073, th=-0.125, dt=0.031090974807739258)
[DEBUG, 1510789093.959262]: OdometryMessage(t=1510789093.9592602, n=84, xy=-17.400864465459563, th=-0.0625, dt=0.02086186408996582)
[DEBUG, 1510789093.9823902]: OdometryMessage(t=1510789093.9823885, n=85, xy=-17.400864465459563, th=-0.0625, dt=0.030989646911621094)
[DEBUG, 1510789094.0049145]: OdometryMessage(t=1510789094.0049126, n=86, xy=-17.590004296605855, th=0.0, dt=0.020656824111938477)
[DEBUG, 1510789094.0341213]: OdometryMessage(t=1510789094.0341194, n=87, xy=-17.590004296605855, th=-0.125, dt=0.020662307739257812)
[DEBUG, 1510789094.0719435]: OdometryMessage(t=1510789094.0719416, n=88, xy=-20.048822101507767, th=-0.0625, dt=0.020566940307617188)
[DEBUG, 1510789094.123178]: OdometryMessage(t=1510789094.1231763, n=89, xy=-19.859682270361475, th=-0.0625, dt=0.020804166793823242)
[DEBUG, 1510789094.1460035]: OdometryMessage(t=1510789094.1460016, n=90, xy=0.0, th=-0.0625, dt=0.03093576431274414)
[DEBUG, 1510789094.1690357]: OdometryMessage(t=1510789094.1690335, n=91, xy=-20.805381426092936, th=0.0, dt=0.03092336654663086)
[DEBUG, 1510789094.1696234]: OdometryMessage(t=1510789094.169622, n=92, xy=-20.616241594946644, th=0.0, dt=0.020661115646362305)
[DEBUG, 1510789094.2009943]: OdometryMessage(t=1510789094.200992, n=93, xy=-21.183661088385577, th=0.0, dt=0.030836105346679688)
[DEBUG, 1510789094.2358818]: OdometryMessage(t=1510789094.2358801, n=94, xy=-20.805381426092936, th=0.0, dt=0.02085566520690918)
[DEBUG, 1510789094.262582]: OdometryMessage(t=1510789094.26258, n=95, xy=-22.129360244117038, th=0.0, dt=0.020786285400390625)
[DEBUG, 1510789094.2859519]: OdometryMessage(t=1510789094.2859497, n=96, xy=-18.34656362119108, th=0.0, dt=0.030884742736816406)
[DEBUG, 1510789094.3105364]: OdometryMessage(t=1510789094.3105342, n=97, xy=-20.805381426092936, th=-0.0625, dt=0.020757675170898438)
[DEBUG, 1510789094.33821]: OdometryMessage(t=1510789094.3382084, n=98, xy=-21.940220412970802, th=0.0, dt=0.03097677230834961)
[DEBUG, 1510789094.3610916]: OdometryMessage(t=1510789094.3610892, n=99, xy=-22.318500075263273, th=0.0, dt=0.020679473876953125)
[DEBUG, 1510789094.3986516]: OdometryMessage(t=1510789094.3986497, n=100, xy=-23.264199230994905, th=0.0, dt=0.02066826820373535)
[DEBUG, 1510789094.4217145]: OdometryMessage(t=1510789094.4217129, n=101, xy=0.0, th=0.0, dt=0.02348184585571289)
[DEBUG, 1510789094.4448965]: OdometryMessage(t=1510789094.444894, n=102, xy=-23.26419923099479, th=0.0, dt=0.03110980987548828)
[DEBUG, 1510789094.47126]: OdometryMessage(t=1510789094.4712582, n=103, xy=-25.344737373604175, th=0.0625, dt=0.020711421966552734)
[DEBUG, 1510789094.4988606]: OdometryMessage(t=1510789094.4988585, n=104, xy=0.0, th=0.0625, dt=0.03018474578857422)
[DEBUG, 1510789094.5245423]: OdometryMessage(t=1510789094.5245404, n=105, xy=-24.96645771131159, th=0.0625, dt=0.020679235458374023)
[DEBUG, 1510789094.5542789]: OdometryMessage(t=1510789094.5542767, n=106, xy=-26.101296698189344, th=0.125, dt=0.03131818771362305)
[DEBUG, 1510789094.5776615]: OdometryMessage(t=1510789094.5776594, n=107, xy=-26.29043652933558, th=0.125, dt=0.02102947235107422)
[DEBUG, 1510789094.6088903]: OdometryMessage(t=1510789094.6088884, n=108, xy=-26.668716191628278, th=0.125, dt=0.03104400634765625)
[DEBUG, 1510789094.6320798]: OdometryMessage(t=1510789094.6320777, n=109, xy=-26.29043652933558, th=0.125, dt=0.02074289321899414)
[DEBUG, 1510789094.6667302]: OdometryMessage(t=1510789094.666728, n=110, xy=-27.23613568506721, th=0.125, dt=0.02072763442993164)
[DEBUG, 1510789094.698781]: OdometryMessage(t=1510789094.698779, n=111, xy=-26.101296698189344, th=0.125, dt=0.020738840103149414)
[DEBUG, 1510789094.7227945]: OdometryMessage(t=1510789094.7227926, n=112, xy=0.0, th=0.0625, dt=0.030785322189331055)
[DEBUG, 1510789094.7458544]: OdometryMessage(t=1510789094.7458522, n=113, xy=-28.181834840798615, th=0.1875, dt=0.031124114990234375)
[DEBUG, 1510789094.7823722]: OdometryMessage(t=1510789094.7823703, n=114, xy=-28.181834840798615, th=0.0625, dt=0.03081369400024414)
[DEBUG, 1510789094.8052409]: OdometryMessage(t=1510789094.805239, n=115, xy=-27.61441534735968, th=0.125, dt=0.021532297134399414)
[DEBUG, 1510789094.828102]: OdometryMessage(t=1510789094.8281002, n=116, xy=-28.370974671945078, th=0.1875, dt=0.020735502243041992)
[DEBUG, 1510789094.8537436]: OdometryMessage(t=1510789094.8537412, n=117, xy=-28.93839416538367, th=0.0, dt=0.030935049057006836)
[DEBUG, 1510789094.8545675]: OdometryMessage(t=1510789094.854566, n=118, xy=0.0, th=0.125, dt=0.027328968048095703)
[DEBUG, 1510789094.8763885]: OdometryMessage(t=1510789094.8763866, n=119, xy=-29.127533996530246, th=0.0, dt=0.020824909210205078)
[DEBUG, 1510789094.907675]: OdometryMessage(t=1510789094.907673, n=120, xy=-29.316673827676368, th=0.125, dt=0.031194686889648438)
[DEBUG, 1510789094.9383447]: OdometryMessage(t=1510789094.9383426, n=121, xy=-29.694953489969066, th=0.125, dt=0.020861148834228516)
[DEBUG, 1510789094.9684613]: OdometryMessage(t=1510789094.9684594, n=122, xy=-29.12753399653002, th=0.125, dt=0.030971050262451172)
[DEBUG, 1510789094.9917605]: OdometryMessage(t=1510789094.9917579, n=123, xy=-29.316673827676595, th=0.125, dt=0.02069234848022461)
[DEBUG, 1510789095.0241709]: OdometryMessage(t=1510789095.0241692, n=124, xy=-31.208072139139404, th=0.0625, dt=0.020783185958862305)
[DEBUG, 1510789095.0470915]: OdometryMessage(t=1510789095.0470889, n=125, xy=-31.586351801431874, th=0.0625, dt=0.03086090087890625)
[DEBUG, 1510789095.0703874]: OdometryMessage(t=1510789095.0703852, n=126, xy=-31.397211970285753, th=0.0, dt=0.02067089080810547)
[DEBUG, 1510789095.1038203]: OdometryMessage(t=1510789095.1038184, n=127, xy=-31.964631463724572, th=0.0, dt=0.020638704299926758)
[DEBUG, 1510789095.1366985]: OdometryMessage(t=1510789095.1366968, n=128, xy=-32.15377129487092, th=0.0, dt=0.03107309341430664)
[log buffer end]
[Odometry @ node.py:81][DEBUG] 2017-11-15 18:38:15,137: logging message buffer (len=16501)
[Odometry @ node.py:79][DEBUG] 2017-11-15 18:38:18,545: [log buffer start]
[DEBUG, 1510789095.1593647]: OdometryMessage(t=1510789095.1593628, n=129, xy=-33.47775011289514, th=0.0625, dt=0.020915985107421875)
[DEBUG, 1510789095.1908216]: OdometryMessage(t=1510789095.1908195, n=130, xy=-33.85602977518761, th=0.12500000000005684, dt=0.030977487564086914)
[DEBUG, 1510789095.2142527]: OdometryMessage(t=1510789095.2142506, n=131, xy=-33.28861028174879, th=0.18749999999994316, dt=0.02075648307800293)
[DEBUG, 1510789095.2506335]: OdometryMessage(t=1510789095.2506316, n=132, xy=-34.99086876206525, th=0.18750000000005684, dt=0.020891904830932617)
[DEBUG, 1510789095.2736933]: OdometryMessage(t=1510789095.2736914, n=133, xy=-33.28861028174879, th=0.18749999999994316, dt=0.031009912490844727)
[DEBUG, 1510789095.308927]: OdometryMessage(t=1510789095.3089254, n=134, xy=-34.23430943748008, th=0.12500000000000003, dt=0.030989885330200195)
[DEBUG, 1510789095.3405583]: OdometryMessage(t=1510789095.3405564, n=135, xy=-33.85602977518761, th=0.06249999999999997, dt=0.020945310592651367)
[DEBUG, 1510789095.3641357]: OdometryMessage(t=1510789095.3641336, n=136, xy=-34.423449268626655, th=0.0625, dt=0.031311988830566406)
[DEBUG, 1510789095.3877788]: OdometryMessage(t=1510789095.3877769, n=137, xy=-34.801728930919126, th=0.0, dt=0.020960092544555664)
[DEBUG, 1510789095.4238935]: OdometryMessage(t=1510789095.4238915, n=138, xy=-34.04516960633396, th=0.06250000000000006, dt=0.020899534225463867)
[DEBUG, 1510789095.4475844]: OdometryMessage(t=1510789095.4475822, n=139, xy=-34.61258909977278, th=0.0, dt=0.03102898597717285)
[DEBUG, 1510789095.481474]: OdometryMessage(t=1510789095.481472, n=140, xy=-34.04516960633396, th=0.062499999999999944, dt=0.02070474624633789)
[DEBUG, 1510789095.5051813]: OdometryMessage(t=1510789095.5051794, n=141, xy=-33.85602977518761, th=0.125, dt=0.03084850311279297)
[DEBUG, 1510789095.530978]: OdometryMessage(t=1510789095.5309763, n=142, xy=-34.990868762065475, th=0.0625, dt=0.020659446716308594)
[DEBUG, 1510789095.5623274]: OdometryMessage(t=1510789095.5623255, n=143, xy=-34.42344926862643, th=0.1250000000000001, dt=0.020772218704223633)
[DEBUG, 1510789095.585831]: OdometryMessage(t=1510789095.5858293, n=144, xy=-36.50398741123604, th=0.06249999999999989, dt=0.02097296714782715)
[DEBUG, 1510789095.6459196]: OdometryMessage(t=1510789095.6459177, n=145, xy=-33.66688994404103, th=0.125, dt=0.020713090896606445)
[DEBUG, 1510789095.6690094]: OdometryMessage(t=1510789095.6690075, n=146, xy=-37.07140690467486, th=0.0, dt=0.03091120719909668)
[DEBUG, 1510789095.705246]: OdometryMessage(t=1510789095.705244, n=147, xy=-34.990868762065475, th=0.0625, dt=0.020818710327148438)
[DEBUG, 1510789095.7288725]: OdometryMessage(t=1510789095.7288704, n=148, xy=-35.36914842435817, th=0.0, dt=0.030947446823120117)
[DEBUG, 1510789095.7575896]: OdometryMessage(t=1510789095.7575877, n=149, xy=-35.55828825550407, th=0.0, dt=0.020716428756713867)
[DEBUG, 1510789095.7913208]: OdometryMessage(t=1510789095.7913191, n=150, xy=-36.50398741123581, th=0.0625, dt=0.020645856857299805)
[DEBUG, 1510789095.8135915]: OdometryMessage(t=1510789095.8135898, n=151, xy=-35.74742808665087, th=0.0, dt=0.02067708969116211)
[DEBUG, 1510789095.8425071]: OdometryMessage(t=1510789095.8425055, n=152, xy=-35.55828825550407, th=0.0625, dt=0.031095504760742188)
[DEBUG, 1510789095.8653796]: OdometryMessage(t=1510789095.865378, n=153, xy=-35.936567917796765, th=0.18750000000000022, dt=0.02083873748779297)
[DEBUG, 1510789095.8935878]: OdometryMessage(t=1510789095.8935857, n=154, xy=-35.55828825550452, th=0.18749999999999978, dt=0.031007051467895508)
[DEBUG, 1510789095.9164085]: OdometryMessage(t=1510789095.9164069, n=155, xy=-36.50398741123581, th=0.25, dt=0.020935773849487305)
[DEBUG, 1510789095.9502497]: OdometryMessage(t=1510789095.9502478, n=156, xy=-36.31484758008946, th=0.25, dt=0.0310060977935791)
[DEBUG, 1510789095.9825153]: OdometryMessage(t=1510789095.9825134, n=157, xy=-34.801728930919126, th=0.1875, dt=0.020735979080200195)
[DEBUG, 1510789095.9832728]: OdometryMessage(t=1510789095.9832716, n=158, xy=-34.990868762065475, th=0.0, dt=0.020748376846313477)
[DEBUG, 1510789096.0144725]: OdometryMessage(t=1510789096.0144706, n=159, xy=-32.53205095716339, th=0.25, dt=0.0308530330657959)
[DEBUG, 1510789096.036647]: OdometryMessage(t=1510789096.036645, n=160, xy=-34.61258909977278, th=0.25, dt=0.020852088928222656)
[DEBUG, 1510789096.0702772]: OdometryMessage(t=1510789096.070275, n=161, xy=-35.180008593211824, th=0.1875, dt=0.03103160858154297)
[DEBUG, 1510789096.0937834]: OdometryMessage(t=1510789096.0937815, n=162, xy=-36.125707748943114, th=0.1875, dt=0.020910978317260742)
[DEBUG, 1510789096.1199486]: OdometryMessage(t=1510789096.1199467, n=163, xy=-33.47775011289514, th=0.125, dt=0.0311734676361084)
[DEBUG, 1510789096.142694]: OdometryMessage(t=1510789096.1426923, n=164, xy=-35.74742808665087, th=0.18750000000000044, dt=0.02091383934020996)
[DEBUG, 1510789096.172113]: OdometryMessage(t=1510789096.1721108, n=165, xy=-35.36914842435772, th=0.125, dt=0.03113698959350586)
[DEBUG, 1510789096.2014055]: OdometryMessage(t=1510789096.2014036, n=166, xy=-35.93656791779722, th=0.24999999999999956, dt=0.02080368995666504)
[DEBUG, 1510789096.229863]: OdometryMessage(t=1510789096.229861, n=167, xy=-36.882267073528055, th=0.125, dt=0.02057504653930664)
[DEBUG, 1510789096.2651906]: OdometryMessage(t=1510789096.265189, n=168, xy=-37.071406904674404, th=0.1875, dt=0.02061915397644043)
[DEBUG, 1510789096.287979]: OdometryMessage(t=1510789096.2879767, n=169, xy=0.0, th=0.25, dt=0.022823095321655273)
[DEBUG, 1510789096.3107507]: OdometryMessage(t=1510789096.3107488, n=170, xy=-37.638826398113906, th=0.25, dt=0.031169652938842773)
[DEBUG, 1510789096.3389688]: OdometryMessage(t=1510789096.338967, n=171, xy=-33.85602977518738, th=0.0, dt=0.02061295509338379)
[DEBUG, 1510789096.3741543]: OdometryMessage(t=1510789096.3741527, n=172, xy=-36.50398741123581, th=0.1875, dt=0.020694494247436523)
[DEBUG, 1510789096.4043813]: OdometryMessage(t=1510789096.4043791, n=173, xy=-34.42344926862643, th=0.25, dt=0.030904293060302734)
[DEBUG, 1510789096.4389699]: OdometryMessage(t=1510789096.4389682, n=174, xy=-35.36914842435817, th=0.125, dt=0.020705461502075195)
[DEBUG, 1510789096.461592]: OdometryMessage(t=1510789096.4615898, n=175, xy=0.0, th=0.125, dt=0.022998332977294922)
[DEBUG, 1510789096.4842243]: OdometryMessage(t=1510789096.4842224, n=176, xy=-38.39538572269885, th=0.0, dt=0.031226634979248047)
[DEBUG, 1510789096.5163922]: OdometryMessage(t=1510789096.51639, n=177, xy=-38.962805216137895, th=0.25, dt=0.02077198028564453)
[DEBUG, 1510789096.53965]: OdometryMessage(t=1510789096.539648, n=178, xy=-35.18000859321137, th=0.25, dt=0.03087782859802246)
[DEBUG, 1510789096.575507]: OdometryMessage(t=1510789096.575505, n=179, xy=-35.936567917796765, th=0.3125, dt=0.030804872512817383)
[DEBUG, 1510789096.5986412]: OdometryMessage(t=1510789096.5986392, n=180, xy=-37.44968656696756, th=0.0, dt=0.020869970321655273)
[DEBUG, 1510789096.6326904]: OdometryMessage(t=1510789096.6326888, n=181, xy=-35.747428086650416, th=0.125, dt=0.031200885772705078)
[DEBUG, 1510789096.6681771]: OdometryMessage(t=1510789096.6681755, n=182, xy=-36.31484758008946, th=0.1250000000000009, dt=0.020819664001464844)
[DEBUG, 1510789096.7000594]: OdometryMessage(t=1510789096.7000573, n=183, xy=-36.69312724238216, th=0.125, dt=0.031110525131225586)
[DEBUG, 1510789096.7232316]: OdometryMessage(t=1510789096.72323, n=184, xy=-36.125707748943114, th=0.06249999999999911, dt=0.02094578742980957)
[DEBUG, 1510789096.7565374]: OdometryMessage(t=1510789096.7565353, n=185, xy=-36.31484758008946, th=0.125, dt=0.031041383743286133)
[DEBUG, 1510789096.779544]: OdometryMessage(t=1510789096.779542, n=186, xy=-37.07140690467486, th=0.1875, dt=0.02060675621032715)
[DEBUG, 1510789096.8143585]: OdometryMessage(t=1510789096.8143568, n=187, xy=-37.4496865669671, th=0.125, dt=0.030874252319335938)
