[Odometry @ factory.py:85][DEBUG] 2017-11-15 18:04:02,100: Logging to: logs/2017_Nov_15/Odometry/18_04_02.log
[Odometry @ node.py:89][INFO] 2017-11-15 18:04:08,623: setup
[Odometry @ node.py:79][DEBUG] 2017-11-15 18:04:11,899: [log buffer start]
[DEBUG, 1510787048.7995389]: OdometryMessage(t=1510787048.799537, n=0, xy=0.0, th=-0.12499999999994316, dt=0.10333824157714844)
[DEBUG, 1510787049.138727]: OdometryMessage(t=1510787049.1387255, n=15, xy=0.0, th=0.0, dt=0.03082561492919922)
[DEBUG, 1510787049.1594772]: OdometryMessage(t=1510787049.1594758, n=16, xy=0.0, th=0.0, dt=0.020620107650756836)
[DEBUG, 1510787049.17991]: OdometryMessage(t=1510787049.1799085, n=17, xy=0.0, th=0.0, dt=0.020618677139282227)
[DEBUG, 1510787049.2006583]: OdometryMessage(t=1510787049.200657, n=18, xy=0.0, th=0.0, dt=0.030833005905151367)
[DEBUG, 1510787049.2217588]: OdometryMessage(t=1510787049.2217577, n=19, xy=0.0, th=0.0, dt=0.02060985565185547)
[DEBUG, 1510787049.262946]: OdometryMessage(t=1510787049.2629442, n=20, xy=0.0, th=0.0, dt=0.0308377742767334)
[DEBUG, 1510787049.2835336]: OdometryMessage(t=1510787049.2835321, n=21, xy=0.0, th=0.0, dt=0.020615339279174805)
[DEBUG, 1510787049.3049126]: OdometryMessage(t=1510787049.3049114, n=22, xy=0.0, th=0.0, dt=0.03082275390625)
[DEBUG, 1510787049.3256805]: OdometryMessage(t=1510787049.3256788, n=23, xy=0.0, th=0.0, dt=0.020766735076904297)
[DEBUG, 1510787049.3466282]: OdometryMessage(t=1510787049.346627, n=24, xy=0.0, th=0.0, dt=0.020627975463867188)
[DEBUG, 1510787049.3676796]: OdometryMessage(t=1510787049.3676782, n=25, xy=0.0, th=0.0, dt=0.033550262451171875)
[DEBUG, 1510787049.38833]: OdometryMessage(t=1510787049.3883283, n=26, xy=0.0, th=0.0, dt=0.030825376510620117)
[DEBUG, 1510787049.4088032]: OdometryMessage(t=1510787049.408802, n=27, xy=0.0, th=0.0, dt=0.020592212677001953)
[DEBUG, 1510787049.4300082]: OdometryMessage(t=1510787049.430007, n=28, xy=0.0, th=0.0, dt=0.030984878540039062)
[DEBUG, 1510787049.451311]: OdometryMessage(t=1510787049.4513097, n=29, xy=0.0, th=0.0, dt=0.020792722702026367)
[DEBUG, 1510787049.472161]: OdometryMessage(t=1510787049.4721596, n=30, xy=0.0, th=0.0, dt=0.02957606315612793)
[DEBUG, 1510787049.4931943]: OdometryMessage(t=1510787049.493193, n=31, xy=0.0, th=0.0, dt=0.030936717987060547)
[DEBUG, 1510787049.4938245]: OdometryMessage(t=1510787049.4938233, n=32, xy=0.0, th=0.0, dt=0.020601511001586914)
[DEBUG, 1510787049.5346363]: OdometryMessage(t=1510787049.5346346, n=33, xy=0.0, th=0.0, dt=0.02062201499938965)
[DEBUG, 1510787049.5557845]: OdometryMessage(t=1510787049.5557826, n=34, xy=0.0, th=0.0, dt=0.030833721160888672)
[DEBUG, 1510787049.5774505]: OdometryMessage(t=1510787049.5774486, n=35, xy=0.0, th=0.0, dt=0.02074122428894043)
[DEBUG, 1510787049.5988798]: OdometryMessage(t=1510787049.5988784, n=36, xy=0.0, th=0.0, dt=0.030921459197998047)
[DEBUG, 1510787049.6200902]: OdometryMessage(t=1510787049.6200886, n=37, xy=0.0, th=0.0, dt=0.0209043025970459)
[DEBUG, 1510787049.64123]: OdometryMessage(t=1510787049.6412284, n=38, xy=0.0, th=0.0, dt=0.03596925735473633)
[DEBUG, 1510787049.662245]: OdometryMessage(t=1510787049.6622434, n=39, xy=0.0, th=0.0, dt=0.031264305114746094)
[DEBUG, 1510787049.6838722]: OdometryMessage(t=1510787049.6838703, n=40, xy=0.0, th=0.0, dt=0.020725727081298828)
[DEBUG, 1510787049.7053225]: OdometryMessage(t=1510787049.7053206, n=41, xy=0.0, th=0.0, dt=0.020687341690063477)
[DEBUG, 1510787049.7265038]: OdometryMessage(t=1510787049.7265024, n=42, xy=0.0, th=0.0, dt=0.03091120719909668)
[DEBUG, 1510787049.7478032]: OdometryMessage(t=1510787049.7478018, n=43, xy=0.0, th=0.0, dt=0.0206754207611084)
[DEBUG, 1510787049.7693076]: OdometryMessage(t=1510787049.7693062, n=44, xy=0.0, th=0.0, dt=0.038736820220947266)
[DEBUG, 1510787049.790652]: OdometryMessage(t=1510787049.7906504, n=45, xy=0.0, th=0.0, dt=0.03097701072692871)
[DEBUG, 1510787049.81155]: OdometryMessage(t=1510787049.8115485, n=46, xy=0.0, th=0.0, dt=0.020798921585083008)
[DEBUG, 1510787049.8332484]: OdometryMessage(t=1510787049.8332467, n=47, xy=0.0, th=0.0, dt=0.031026601791381836)
[DEBUG, 1510787049.8548846]: OdometryMessage(t=1510787049.854883, n=48, xy=0.0, th=0.0, dt=0.020887374877929688)
[DEBUG, 1510787049.8768115]: OdometryMessage(t=1510787049.87681, n=49, xy=0.0, th=0.0, dt=0.0206911563873291)
[DEBUG, 1510787049.8979626]: OdometryMessage(t=1510787049.8979611, n=50, xy=0.18913983114629973, th=0.0, dt=0.030912160873413086)
[DEBUG, 1510787049.9189112]: OdometryMessage(t=1510787049.9189098, n=51, xy=0.0, th=0.0, dt=0.020761489868164062)
[DEBUG, 1510787049.9400454]: OdometryMessage(t=1510787049.9400437, n=52, xy=0.0, th=0.0, dt=0.03257560729980469)
[DEBUG, 1510787049.9609163]: OdometryMessage(t=1510787049.9609144, n=53, xy=0.0, th=0.0, dt=0.03090214729309082)
[DEBUG, 1510787049.9817698]: OdometryMessage(t=1510787049.9817684, n=54, xy=0.0, th=0.0, dt=0.020618915557861328)
[DEBUG, 1510787050.0031924]: OdometryMessage(t=1510787050.003191, n=55, xy=0.0, th=0.0, dt=0.030809879302978516)
[DEBUG, 1510787050.0247211]: OdometryMessage(t=1510787050.0247197, n=56, xy=0.0, th=0.0, dt=0.020655393600463867)
[DEBUG, 1510787050.04588]: OdometryMessage(t=1510787050.0458784, n=57, xy=0.0, th=0.0, dt=0.02068352699279785)
[DEBUG, 1510787050.0668156]: OdometryMessage(t=1510787050.0668142, n=58, xy=0.0, th=0.0, dt=0.020876169204711914)
[DEBUG, 1510787050.0891469]: OdometryMessage(t=1510787050.0891452, n=59, xy=0.0, th=0.0, dt=0.031069517135620117)
[DEBUG, 1510787050.1102815]: OdometryMessage(t=1510787050.1102798, n=60, xy=0.0, th=0.0, dt=0.020686626434326172)
[DEBUG, 1510787050.1315095]: OdometryMessage(t=1510787050.131508, n=61, xy=0.0, th=0.0, dt=0.030945777893066406)
[DEBUG, 1510787050.1532426]: OdometryMessage(t=1510787050.1532414, n=62, xy=0.0, th=0.0, dt=0.02065896987915039)
[DEBUG, 1510787050.1949668]: OdometryMessage(t=1510787050.1949651, n=63, xy=0.0, th=0.0, dt=0.030836105346679688)
[DEBUG, 1510787050.2169738]: OdometryMessage(t=1510787050.216972, n=64, xy=0.0, th=0.0, dt=0.020661592483520508)
[DEBUG, 1510787050.2177186]: OdometryMessage(t=1510787050.2177174, n=65, xy=0.0, th=0.0, dt=0.020630359649658203)
[DEBUG, 1510787050.2589433]: OdometryMessage(t=1510787050.258942, n=66, xy=0.0, th=0.0, dt=0.030819416046142578)
[DEBUG, 1510787050.2808886]: OdometryMessage(t=1510787050.280887, n=67, xy=0.0, th=0.0, dt=0.02063584327697754)
[DEBUG, 1510787050.3028069]: OdometryMessage(t=1510787050.3028054, n=68, xy=0.0, th=0.0, dt=0.03092360496520996)
[DEBUG, 1510787050.3239899]: OdometryMessage(t=1510787050.3239884, n=69, xy=0.0, th=0.0, dt=0.020914554595947266)
[DEBUG, 1510787050.3449643]: OdometryMessage(t=1510787050.3449626, n=70, xy=0.0, th=0.0, dt=0.030664920806884766)
[DEBUG, 1510787050.3658788]: OdometryMessage(t=1510787050.3658776, n=71, xy=0.0, th=0.0, dt=0.031013011932373047)
[DEBUG, 1510787050.3873823]: OdometryMessage(t=1510787050.3873808, n=72, xy=0.0, th=0.0, dt=0.020723819732666016)
[DEBUG, 1510787050.408719]: OdometryMessage(t=1510787050.408717, n=73, xy=0.0, th=0.0, dt=0.02071666717529297)
[DEBUG, 1510787050.4300094]: OdometryMessage(t=1510787050.4300077, n=74, xy=0.0, th=0.0, dt=0.031219482421875)
[DEBUG, 1510787050.4518316]: OdometryMessage(t=1510787050.4518301, n=75, xy=0.0, th=0.0, dt=0.02084517478942871)
[DEBUG, 1510787050.4936852]: OdometryMessage(t=1510787050.4936838, n=76, xy=0.0, th=0.0, dt=0.031049489974975586)
[DEBUG, 1510787050.5155818]: OdometryMessage(t=1510787050.5155802, n=77, xy=0.0, th=0.0, dt=0.020842790603637695)
[DEBUG, 1510787050.5380027]: OdometryMessage(t=1510787050.5380015, n=78, xy=0.0, th=0.0, dt=0.030933856964111328)
[DEBUG, 1510787050.5594165]: OdometryMessage(t=1510787050.559415, n=79, xy=0.0, th=0.0, dt=0.02068018913269043)
[DEBUG, 1510787050.5812085]: OdometryMessage(t=1510787050.581207, n=80, xy=0.1891398311462995, th=0.0, dt=0.020607948303222656)
[DEBUG, 1510787050.6025615]: OdometryMessage(t=1510787050.60256, n=81, xy=0.0, th=0.0, dt=0.0310823917388916)
[DEBUG, 1510787050.603388]: OdometryMessage(t=1510787050.603387, n=82, xy=0.0, th=0.0, dt=0.022841453552246094)
[DEBUG, 1510787050.624754]: OdometryMessage(t=1510787050.6247523, n=83, xy=0.1891398311462995, th=0.0, dt=0.02093958854675293)
[DEBUG, 1510787050.6664853]: OdometryMessage(t=1510787050.6664834, n=84, xy=0.0, th=0.0, dt=0.031036376953125)
[DEBUG, 1510787050.688018]: OdometryMessage(t=1510787050.6880167, n=85, xy=0.1891398311462995, th=0.0, dt=0.02068805694580078)
[DEBUG, 1510787050.709097]: OdometryMessage(t=1510787050.7090952, n=86, xy=0.0, th=0.0, dt=0.020720958709716797)
[DEBUG, 1510787050.7305458]: OdometryMessage(t=1510787050.7305443, n=87, xy=0.0, th=0.0, dt=0.031116962432861328)
[DEBUG, 1510787050.7525487]: OdometryMessage(t=1510787050.7525473, n=88, xy=0.1891398311462995, th=0.0, dt=0.020839691162109375)
[DEBUG, 1510787050.7947304]: OdometryMessage(t=1510787050.7947288, n=89, xy=0.0, th=0.0, dt=0.030965328216552734)
[DEBUG, 1510787050.8162284]: OdometryMessage(t=1510787050.8162267, n=90, xy=0.0, th=0.0, dt=0.020653247833251953)
[DEBUG, 1510787050.837593]: OdometryMessage(t=1510787050.8375914, n=91, xy=0.0, th=0.0, dt=0.0308840274810791)
[DEBUG, 1510787050.8590455]: OdometryMessage(t=1510787050.8590438, n=92, xy=0.0, th=0.0, dt=0.020775556564331055)
[DEBUG, 1510787050.8809235]: OdometryMessage(t=1510787050.8809218, n=93, xy=0.0, th=0.0, dt=0.020635366439819336)
[DEBUG, 1510787050.9022596]: OdometryMessage(t=1510787050.902258, n=94, xy=0.0, th=0.0, dt=0.030831098556518555)
[DEBUG, 1510787050.9238305]: OdometryMessage(t=1510787050.923829, n=95, xy=0.0, th=0.0, dt=0.02071213722229004)
[DEBUG, 1510787050.9453971]: OdometryMessage(t=1510787050.9453957, n=96, xy=0.0, th=0.0, dt=0.020787477493286133)
[DEBUG, 1510787050.9671075]: OdometryMessage(t=1510787050.9671059, n=97, xy=0.0, th=0.0, dt=0.031083345413208008)
[DEBUG, 1510787050.9886196]: OdometryMessage(t=1510787050.9886181, n=98, xy=0.0, th=0.0, dt=0.02088165283203125)
[DEBUG, 1510787051.0093634]: OdometryMessage(t=1510787051.009362, n=99, xy=0.0, th=0.0, dt=0.031241655349731445)
[DEBUG, 1510787051.031352]: OdometryMessage(t=1510787051.0313506, n=100, xy=0.0, th=0.0, dt=0.02090764045715332)
[DEBUG, 1510787051.0532713]: OdometryMessage(t=1510787051.05327, n=101, xy=0.0, th=0.0, dt=0.02073192596435547)
[DEBUG, 1510787051.0957015]: OdometryMessage(t=1510787051.0956998, n=102, xy=0.0, th=0.0, dt=0.03095102310180664)
[DEBUG, 1510787051.117324]: OdometryMessage(t=1510787051.1173227, n=103, xy=0.0, th=0.0, dt=0.020732879638671875)
[DEBUG, 1510787051.1387827]: OdometryMessage(t=1510787051.1387813, n=104, xy=0.0, th=0.0, dt=0.030986547470092773)
[DEBUG, 1510787051.1606464]: OdometryMessage(t=1510787051.1606448, n=105, xy=0.0, th=0.0, dt=0.020679712295532227)
[DEBUG, 1510787051.18261]: OdometryMessage(t=1510787051.1826086, n=106, xy=0.0, th=0.0, dt=0.031119108200073242)
[DEBUG, 1510787051.204229]: OdometryMessage(t=1510787051.2042277, n=107, xy=0.0, th=0.0, dt=0.020899295806884766)
[DEBUG, 1510787051.2262201]: OdometryMessage(t=1510787051.2262187, n=108, xy=0.0, th=0.0, dt=0.020844697952270508)
[DEBUG, 1510787051.2477422]: OdometryMessage(t=1510787051.2477407, n=109, xy=0.0, th=0.0, dt=0.020872831344604492)
[DEBUG, 1510787051.2693286]: OdometryMessage(t=1510787051.269327, n=110, xy=0.0, th=0.0, dt=0.031279563903808594)
[DEBUG, 1510787051.2910674]: OdometryMessage(t=1510787051.2910655, n=111, xy=-0.1891398311462995, th=0.0, dt=0.02081751823425293)
[DEBUG, 1510787051.313738]: OdometryMessage(t=1510787051.3137364, n=112, xy=0.0, th=0.0, dt=0.030868053436279297)
[DEBUG, 1510787051.3355558]: OdometryMessage(t=1510787051.3355544, n=113, xy=-0.1891398311462995, th=0.0, dt=0.02076125144958496)
[DEBUG, 1510787051.3572497]: OdometryMessage(t=1510787051.3572483, n=114, xy=-0.1891398311462995, th=0.0, dt=0.020645618438720703)
[DEBUG, 1510787051.3795998]: OdometryMessage(t=1510787051.3795984, n=115, xy=0.0, th=0.0, dt=0.03088212013244629)
[DEBUG, 1510787051.4013042]: OdometryMessage(t=1510787051.4013028, n=116, xy=0.0, th=0.0, dt=0.020936965942382812)
[DEBUG, 1510787051.4239428]: OdometryMessage(t=1510787051.4239411, n=117, xy=0.0, th=0.0, dt=0.03864908218383789)
[DEBUG, 1510787051.4451418]: OdometryMessage(t=1510787051.4451404, n=118, xy=0.0, th=0.0, dt=0.031058073043823242)
[DEBUG, 1510787051.4663405]: OdometryMessage(t=1510787051.4663386, n=119, xy=0.0, th=0.0, dt=0.02062249183654785)
[DEBUG, 1510787051.4883504]: OdometryMessage(t=1510787051.4883487, n=120, xy=0.0, th=0.0, dt=0.030852079391479492)
[DEBUG, 1510787051.5101554]: OdometryMessage(t=1510787051.510154, n=121, xy=0.0, th=0.06249999999994316, dt=0.020773887634277344)
[DEBUG, 1510787051.5321872]: OdometryMessage(t=1510787051.5321858, n=122, xy=0.0, th=0.0, dt=0.02076411247253418)
[DEBUG, 1510787051.5536714]: OdometryMessage(t=1510787051.55367, n=123, xy=-0.1891398311462995, th=0.0, dt=0.030954837799072266)
[DEBUG, 1510787051.5752265]: OdometryMessage(t=1510787051.575225, n=124, xy=-0.18913983114629973, th=0.0, dt=0.02068352699279785)
[DEBUG, 1510787051.5966628]: OdometryMessage(t=1510787051.5966613, n=125, xy=0.0, th=0.0, dt=0.034534454345703125)
[DEBUG, 1510787051.6180372]: OdometryMessage(t=1510787051.6180358, n=126, xy=-0.1891398311462995, th=0.0, dt=0.031069278717041016)
[DEBUG, 1510787051.639364]: OdometryMessage(t=1510787051.6393623, n=127, xy=-0.1891398311462995, th=0.0, dt=0.020699262619018555)
[DEBUG, 1510787051.661201]: OdometryMessage(t=1510787051.6611998, n=128, xy=-0.18913983114629962, th=0.0, dt=0.031003713607788086)
[DEBUG, 1510787051.683237]: OdometryMessage(t=1510787051.6832356, n=129, xy=-0.37827966229259913, th=0.0625, dt=0.020872831344604492)
[DEBUG, 1510787051.7048738]: OdometryMessage(t=1510787051.7048726, n=130, xy=-0.37827966229259913, th=0.0, dt=0.02084040641784668)
[DEBUG, 1510787051.7262926]: OdometryMessage(t=1510787051.7262912, n=131, xy=0.0, th=0.0625, dt=0.025512218475341797)
[DEBUG, 1510787051.7482016]: OdometryMessage(t=1510787051.7482002, n=132, xy=-0.18913983114629962, th=0.0625, dt=0.03137803077697754)
[DEBUG, 1510787051.7693148]: OdometryMessage(t=1510787051.7693129, n=133, xy=-0.5674194934388987, th=0.0, dt=0.020616769790649414)
[DEBUG, 1510787051.7912319]: OdometryMessage(t=1510787051.7912304, n=134, xy=-0.378279662292599, th=0.06250000000000003, dt=0.030837059020996094)
[DEBUG, 1510787051.7922075]: OdometryMessage(t=1510787051.7922063, n=135, xy=0.0, th=0.0, dt=0.021458148956298828)
[DEBUG, 1510787051.812821]: OdometryMessage(t=1510787051.8128192, n=136, xy=-0.378279662292599, th=0.0, dt=0.02075052261352539)
[DEBUG, 1510787051.8348756]: OdometryMessage(t=1510787051.8348737, n=137, xy=-0.37827966229259946, th=0.06249999999999997, dt=0.030974149703979492)
[DEBUG, 1510787051.8568125]: OdometryMessage(t=1510787051.8568113, n=138, xy=-0.378279662292599, th=0.0625, dt=0.020882129669189453)
[DEBUG, 1510787051.8783083]: OdometryMessage(t=1510787051.8783066, n=139, xy=-0.378279662292599, th=0.0, dt=0.020850181579589844)
[DEBUG, 1510787051.8995814]: OdometryMessage(t=1510787051.8995798, n=140, xy=0.0, th=0.06250000000000006, dt=0.029021263122558594)
[log buffer end]
[Odometry @ node.py:81][DEBUG] 2017-11-15 18:04:11,900: logging message buffer (len=16436)
[Odometry @ node.py:79][DEBUG] 2017-11-15 18:04:14,808: [log buffer start]
[DEBUG, 1510787051.9213347]: OdometryMessage(t=1510787051.921333, n=141, xy=-0.378279662292599, th=0.0, dt=0.03098440170288086)
[DEBUG, 1510787051.9443614]: OdometryMessage(t=1510787051.94436, n=142, xy=-0.378279662292599, th=0.062499999999999944, dt=0.020755529403686523)
[DEBUG, 1510787051.965857]: OdometryMessage(t=1510787051.9658554, n=143, xy=-0.5674194934388987, th=0.0, dt=0.03088092803955078)
[DEBUG, 1510787051.987383]: OdometryMessage(t=1510787051.9873815, n=144, xy=-0.756559324585198, th=0.0625, dt=0.02062702178955078)
[DEBUG, 1510787052.009681]: OdometryMessage(t=1510787052.0096793, n=145, xy=-0.5674194934388987, th=0.0625, dt=0.03104090690612793)
[DEBUG, 1510787052.0317035]: OdometryMessage(t=1510787052.031702, n=146, xy=-0.7565593245851989, th=0.0625, dt=0.02066516876220703)
[DEBUG, 1510787052.0530665]: OdometryMessage(t=1510787052.053065, n=147, xy=-0.9456991557314973, th=0.0, dt=0.020763158798217773)
[DEBUG, 1510787052.0741699]: OdometryMessage(t=1510787052.0741682, n=148, xy=0.0, th=0.0625, dt=0.031260013580322266)
[DEBUG, 1510787052.0953605]: OdometryMessage(t=1510787052.0953586, n=149, xy=-0.7565593245851989, th=0.06250000000000011, dt=0.031310081481933594)
[DEBUG, 1510787052.1170392]: OdometryMessage(t=1510787052.1170375, n=150, xy=-0.9456991557314982, th=0.06249999999999989, dt=0.020841598510742188)
[DEBUG, 1510787052.1384828]: OdometryMessage(t=1510787052.1384811, n=151, xy=-0.9456991557314964, th=0.0, dt=0.03099799156188965)
[DEBUG, 1510787052.1607077]: OdometryMessage(t=1510787052.160706, n=152, xy=-1.1348389868777975, th=0.0625, dt=0.020671844482421875)
[DEBUG, 1510787052.182664]: OdometryMessage(t=1510787052.1826625, n=153, xy=0.0, th=0.0, dt=0.03688645362854004)
[DEBUG, 1510787052.2038329]: OdometryMessage(t=1510787052.2038314, n=154, xy=-0.9456991557314982, th=0.0, dt=0.030933141708374023)
[DEBUG, 1510787052.2287307]: OdometryMessage(t=1510787052.2287292, n=155, xy=-0.9456991557314982, th=0.0, dt=0.020843029022216797)
[DEBUG, 1510787052.2502918]: OdometryMessage(t=1510787052.2502904, n=156, xy=0.0, th=0.0, dt=0.030964374542236328)
[DEBUG, 1510787052.2714484]: OdometryMessage(t=1510787052.2714465, n=157, xy=-0.9456991557314964, th=0.0, dt=0.03113269805908203)
[DEBUG, 1510787052.2930915]: OdometryMessage(t=1510787052.29309, n=158, xy=-1.1348389868777993, th=-0.0625, dt=0.020766735076904297)
[DEBUG, 1510787052.3145394]: OdometryMessage(t=1510787052.3145378, n=159, xy=-1.1348389868777957, th=0.0, dt=0.031177520751953125)
[DEBUG, 1510787052.33612]: OdometryMessage(t=1510787052.3361187, n=160, xy=-1.1348389868777993, th=0.0, dt=0.021030187606811523)
[DEBUG, 1510787052.3582458]: OdometryMessage(t=1510787052.3582442, n=161, xy=-1.1348389868777957, th=-0.06249999999999989, dt=0.020796775817871094)
[DEBUG, 1510787052.4008236]: OdometryMessage(t=1510787052.4008222, n=162, xy=-1.3239788180240986, th=-0.06250000000000011, dt=0.03102397918701172)
[DEBUG, 1510787052.4263864]: OdometryMessage(t=1510787052.4263844, n=163, xy=-1.5131186491703943, th=0.0, dt=0.020879268646240234)
[DEBUG, 1510787052.4480605]: OdometryMessage(t=1510787052.448059, n=164, xy=-1.3239788180240986, th=0.0, dt=0.0313568115234375)
[DEBUG, 1510787052.471124]: OdometryMessage(t=1510787052.471122, n=165, xy=-1.5131186491703943, th=-0.0625, dt=0.0208590030670166)
[DEBUG, 1510787052.492282]: OdometryMessage(t=1510787052.4922802, n=166, xy=-1.5131186491703978, th=0.0, dt=0.031076669692993164)
[DEBUG, 1510787052.5134778]: OdometryMessage(t=1510787052.5134761, n=167, xy=-1.7022584803166971, th=-0.0625, dt=0.02089214324951172)
[DEBUG, 1510787052.5351117]: OdometryMessage(t=1510787052.53511, n=168, xy=-1.7022584803166936, th=0.0, dt=0.02067279815673828)
[DEBUG, 1510787052.576729]: OdometryMessage(t=1510787052.5767274, n=169, xy=-1.5131186491703978, th=-0.0625, dt=0.03083038330078125)
[DEBUG, 1510787052.5987384]: OdometryMessage(t=1510787052.5987368, n=170, xy=-1.7022584803166971, th=0.0, dt=0.02065563201904297)
[DEBUG, 1510787052.620159]: OdometryMessage(t=1510787052.6201572, n=171, xy=-1.7022584803166936, th=0.0, dt=0.030930042266845703)
[DEBUG, 1510787052.6417925]: OdometryMessage(t=1510787052.641791, n=172, xy=-1.7022584803167007, th=0.0, dt=0.020928382873535156)
[DEBUG, 1510787052.6628306]: OdometryMessage(t=1510787052.662829, n=173, xy=0.0, th=0.0, dt=0.02079153060913086)
[DEBUG, 1510787052.663602]: OdometryMessage(t=1510787052.6636012, n=174, xy=-1.7022584803166936, th=0.0, dt=0.03098273277282715)
[DEBUG, 1510787052.6845279]: OdometryMessage(t=1510787052.6845262, n=175, xy=-1.8913983114629929, th=0.0, dt=0.020663022994995117)
[DEBUG, 1510787052.7056115]: OdometryMessage(t=1510787052.7056098, n=176, xy=-1.7022584803167007, th=0.0, dt=0.020767927169799805)
[DEBUG, 1510787052.7268014]: OdometryMessage(t=1510787052.7268, n=177, xy=0.0, th=0.0, dt=0.023483991622924805)
[DEBUG, 1510787052.7485268]: OdometryMessage(t=1510787052.7485256, n=178, xy=-1.7022584803166936, th=0.0, dt=0.03124213218688965)
[DEBUG, 1510787052.7700422]: OdometryMessage(t=1510787052.7700408, n=179, xy=-1.7022584803166936, th=0.0, dt=0.020794153213500977)
[DEBUG, 1510787052.7907393]: OdometryMessage(t=1510787052.7907379, n=180, xy=-1.7022584803167007, th=0.0, dt=0.03099513053894043)
[DEBUG, 1510787052.812537]: OdometryMessage(t=1510787052.8125358, n=181, xy=-1.7022584803166936, th=0.0, dt=0.020914316177368164)
[DEBUG, 1510787052.834117]: OdometryMessage(t=1510787052.8341153, n=182, xy=0.0, th=0.0, dt=0.020899057388305664)
[DEBUG, 1510787052.855978]: OdometryMessage(t=1510787052.8559766, n=183, xy=-1.7022584803166936, th=0.0, dt=0.03125953674316406)
[DEBUG, 1510787052.8779233]: OdometryMessage(t=1510787052.8779216, n=184, xy=-1.5131186491704014, th=0.0, dt=0.0207369327545166)
[DEBUG, 1510787052.8991404]: OdometryMessage(t=1510787052.899139, n=185, xy=-1.7022584803166936, th=0.0, dt=0.020677566528320312)
[DEBUG, 1510787052.920803]: OdometryMessage(t=1510787052.9208016, n=186, xy=-1.7022584803166936, th=0.0625, dt=0.030991792678833008)
[DEBUG, 1510787052.9422805]: OdometryMessage(t=1510787052.9422789, n=187, xy=-1.891398311463, th=0.0, dt=0.020799636840820312)
[DEBUG, 1510787052.9635127]: OdometryMessage(t=1510787052.9635112, n=188, xy=0.0, th=0.0, dt=0.02660655975341797)
[DEBUG, 1510787052.964211]: OdometryMessage(t=1510787052.9642096, n=189, xy=-1.5131186491703943, th=0.0, dt=0.031046390533447266)
[DEBUG, 1510787052.9852743]: OdometryMessage(t=1510787052.985273, n=190, xy=-1.7022584803166936, th=0.0625, dt=0.020804166793823242)
[DEBUG, 1510787053.006649]: OdometryMessage(t=1510787053.0066473, n=191, xy=0.0, th=0.0625, dt=0.03830599784851074)
[DEBUG, 1510787053.0282118]: OdometryMessage(t=1510787053.0282102, n=192, xy=-1.7022584803167007, th=0.0, dt=0.03110814094543457)
[DEBUG, 1510787053.0493183]: OdometryMessage(t=1510787053.0493166, n=193, xy=-1.7022584803166936, th=0.06250000000000011, dt=0.020710468292236328)
[DEBUG, 1510787053.0706468]: OdometryMessage(t=1510787053.070645, n=194, xy=-1.5131186491704014, th=0.12499999999999989, dt=0.020809173583984375)
[DEBUG, 1510787053.1028497]: OdometryMessage(t=1510787053.1028483, n=195, xy=-1.7022584803166865, th=0.0, dt=0.03091907501220703)
